2023-12-26 15:36:56,886 |main                 |CatalinaContainer             |I| Creating context [rest-api]
2023-12-26 18:09:24,281 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/service/servicedef/secas_test_se.xml
2023-12-26 18:09:24,286 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/secas_test.xml
2023-12-26 18:09:24,286 |kJoinPool-1-worker-4 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/secas.xml
2023-12-26 18:09:24,294 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/secas.xml
2023-12-26 18:09:24,314 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [4] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/manufacturing/servicedef/secas.xml
2023-12-26 18:09:24,332 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [27] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/secas.xml
2023-12-26 18:09:24,360 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [26] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/secas.xml
2023-12-26 18:09:24,375 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [14] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/workeffort/servicedef/secas.xml
2023-12-26 18:09:24,410 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [8] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/secas_payment.xml
2023-12-26 18:09:24,414 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [6] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/secas_invoice.xml
2023-12-26 18:09:24,433 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [108] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/secas.xml
2023-12-26 18:09:24,449 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [0] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/commonext/servicedef/secas.xml
2023-12-26 18:09:24,455 |kJoinPool-1-worker-4 |ServiceEcaUtil                |I| Loaded [29] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/secas_shipment.xml
2023-12-26 18:09:24,591 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [10] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/marketing/servicedef/secas.xml
2023-12-26 18:09:24,594 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [5] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/assetmaint/servicedef/secas.xml
2023-12-26 18:09:24,598 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/secas_ledger.xml
2023-12-26 18:09:24,598 |kJoinPool-1-worker-4 |ServiceEcaUtil                |I| Loaded [5] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/bi/servicedef/secas.xml
2023-12-26 18:09:24,642 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/example/servicedef/secas.xml
2023-12-26 18:09:24,646 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [1] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/ebay/servicedef/secas.xml
2023-12-26 18:09:24,658 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [9] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/scrum/servicedef/secas.xml
2023-12-26 18:09:24,660 |kJoinPool-1-worker-4 |ServiceEcaUtil                |I| Loaded [0] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/solr/servicedef/secas.xml
2023-12-26 18:09:25,140 |OFBiz-JobPoller      |JobPoller                     |I| JobPoller thread started.
2023-12-26 18:09:25,175 |enerFactory@21f7218a |JmsListenerFactory            |I| Starting JMS Listener Factory Thread
2023-12-26 18:09:25,192 |enerFactory@21f7218a |JmsListenerFactory            |I| JMS Listener Factory Thread Finished; All listeners connected.
2023-12-26 18:09:25,441 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_enum.xml
2023-12-26 18:09:25,449 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [18] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_email.xml
2023-12-26 18:09:25,459 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [2] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_cdyne.xml
2023-12-26 18:09:25,477 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [13] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_geo.xml
2023-12-26 18:09:25,479 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_qrcode.xml
2023-12-26 18:09:25,520 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [17] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_security.xml
2023-12-26 18:09:25,538 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [2] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_telecom.xml
2023-12-26 18:09:25,550 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [6] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_method.xml
2023-12-26 18:09:25,589 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [28] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services_test.xml
2023-12-26 18:09:25,602 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [128] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/services.xml
2023-12-26 18:09:25,623 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [34] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/service/servicedef/services.xml
2023-12-26 18:09:25,641 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [39] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/service/servicedef/services_test_se.xml
2023-12-26 18:09:25,654 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [68] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/entityext/servicedef/services.xml
2023-12-26 18:09:25,683 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [6] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/entityext/servicedef/services_group.xml
2023-12-26 18:09:25,699 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/entityext/servicedef/services_synchronization.xml
2023-12-26 18:09:25,718 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [10] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/webtools/servicedef/services.xml
2023-12-26 18:09:25,739 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/entityext/servicedef/services_tenant.xml
2023-12-26 18:09:25,787 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/testtools/servicedef/services.xml
2023-12-26 18:09:25,812 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [22] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/services_contact.xml
2023-12-26 18:09:25,833 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/services_communication.xml
2023-12-26 18:09:25,842 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [18] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/services_agreement.xml
2023-12-26 18:09:25,861 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/securityext/servicedef/services.xml
2023-12-26 18:09:25,873 |kJoinPool-1-worker-1 |ModelService                  |W| DEPRECATED: the service lookupParty has been deprecated and replaced by performFindParty, since Upcoming Branch because '
            use performFindParty to realize your search, the service lookupParty is inconsistent
            and need to replace by appropriate service
        '
2023-12-26 18:09:25,894 |kJoinPool-1-worker-4 |ModelService                  |W| DEPRECATED: the service getPublicForumMessage has been deprecated and replaced by getContentAndDataResource, since Release 22.01
2023-12-26 18:09:25,901 |kJoinPool-1-worker-4 |ModelService                  |W| DEPRECATED: the service resequence has been deprecated and replaced by resequenceContentAssocChildren, since release22.01
2023-12-26 18:09:25,903 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [175] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/services.xml
2023-12-26 18:09:25,941 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [15] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/services_view.xml
2023-12-26 18:09:25,945 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [75] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services.xml
2023-12-26 18:09:25,973 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [24] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/servicedef/services_party.xml
2023-12-26 18:09:26,013 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [39] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_data.xml
2023-12-26 18:09:26,021 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [12] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_document.xml
2023-12-26 18:09:26,023 |kJoinPool-1-worker-1 |ModelService                  |W| DEPRECATED: the service checkContentPermission has been deprecated and replaced by genericContentPermission, since Release 22.01
2023-12-26 18:09:26,024 |kJoinPool-1-worker-1 |ModelService                  |W| DEPRECATED: the service checkAssocPermission has been deprecated and replaced by genericContentPermission, since Release 22.01
2023-12-26 18:09:26,024 |kJoinPool-1-worker-1 |ModelService                  |W| DEPRECATED: the service assocContent has been deprecated and replaced by genericContentPermission, since Release 22.01
2023-12-26 18:09:26,027 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [57] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_content.xml
2023-12-26 18:09:26,056 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [2] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_output.xml
2023-12-26 18:09:26,084 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [8] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_commevent.xml
2023-12-26 18:09:26,085 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [35] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_contenttypes.xml
2023-12-26 18:09:26,107 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_ftp.xml
2023-12-26 18:09:26,131 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [42] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_survey.xml
2023-12-26 18:09:26,159 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [19] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/servicedef/services_website.xml
2023-12-26 18:09:26,236 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [110] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/workeffort/servicedef/services.xml
2023-12-26 18:09:26,259 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [36] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/workeffort/servicedef/services_workeffort.xml
2023-12-26 18:09:26,302 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [36] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_feature.xml
2023-12-26 18:09:26,405 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [12] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_inventory.xml
2023-12-26 18:09:26,415 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [132] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_facility.xml
2023-12-26 18:09:26,437 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [20] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/services_maint.xml
