2023-12-13 14:55:58,585 |jsse-nio-8443-exec-4 |FreeMarkerWorker              |I| loading properties: file:/D:/ofbiz/ofbiz-framework/build/resources/main/org/apache/ofbiz/content/freemarkerTransforms.properties
2023-12-13 18:55:02,537 |jsse-nio-8443-exec-4 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-13 18:55:02,541 |jsse-nio-8443-exec-4 |ControlServlet                |T| [[[onlineexam::loginEvent (Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2023-12-13 18:55:02,542 |jsse-nio-8443-exec-4 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-13 18:55:02,678 |jsse-nio-8443-exec-4 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/handlers-controller.xml
2023-12-13 18:55:02,682 |jsse-nio-8443-exec-4 |ConfigXMLReader               |I| controller loaded: 0.026s, 52 requests, 21 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/common-controller.xml
2023-12-13 18:55:02,683 |jsse-nio-8443-exec-4 |ConfigXMLReader               |I| controller loaded: 0.051s, 4 requests, 1 views in file:/D:/ofbiz/ofbiz-framework/plugins/onlineexam/webapp/onlineexam/WEB-INF/controller.xml
2023-12-13 18:55:02,683 |jsse-nio-8443-exec-4 |RequestHandler                |I| This is the first request in this visit. Hidden sessionId by default.
2023-12-13 18:55:02,687 |jsse-nio-8443-exec-4 |LoginWorker                   |I| Setting default delegator
2023-12-13 18:55:02,774 |jsse-nio-8443-exec-4 |ServiceDispatcher             |T| Sync service [onlineexam/userLogin] finished in [85] milliseconds
2023-12-13 18:55:02,775 |jsse-nio-8443-exec-4 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-13 18:55:02,782 |jsse-nio-8443-exec-4 |ServiceDispatcher             |T| Sync service [onlineexam/preferenceGetSetPermission] finished in [2] milliseconds
2023-12-13 18:55:02,790 |jsse-nio-8443-exec-4 |ServiceDispatcher             |T| Sync service [onlineexam/setUserPreference] finished in [10] milliseconds
2023-12-13 18:55:02,797 |jsse-nio-8443-exec-4 |ServiceDispatcher             |T| Sync service [onlineexam/getUserPreference] finished in [5] milliseconds
2023-12-13 18:55:02,802 |jsse-nio-8443-exec-4 |ServiceDispatcher             |T| Sync service [onlineexam/getUserPreference] finished in [4] milliseconds
2023-12-13 18:55:02,814 |jsse-nio-8443-exec-4 |RequestHandler                |I| Ran Event [java:com.vastpro.onlineexam.events.LoginEvent#loginEvent] from [request], result is [success]
2023-12-13 18:55:02,816 |jsse-nio-8443-exec-4 |RequestHandler                |I| [RequestHandler.doRequest]: Response is a chained request. Hidden sessionId by default.
2023-12-13 18:55:02,817 |jsse-nio-8443-exec-4 |RequestHandler                |I| [RequestHandler]: Chain in place: requestUri=json overrideViewUri=null Hidden sessionId by default.
2023-12-13 18:55:02,820 |jsse-nio-8443-exec-4 |RequestHandler                |I| Ran Event [java:org.apache.ofbiz.common.CommonEvents#jsonResponseFromRequestAttributes] from [request], result is [success]
2023-12-13 18:55:02,824 |jsse-nio-8443-exec-4 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2023-12-13 18:55:02,828 |jsse-nio-8443-exec-4 |ControlServlet                |T| [[[onlineexam::loginEvent (Domain:https://localhost)] Request Done- total:0.287,since last([onlineexam::logi...):0.287]]
2023-12-13 18:56:01,543 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17303
2023-12-13 18:56:01,547 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17305
2023-12-13 18:56:01,550 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17304
2023-12-13 18:56:01,554 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17306
2023-12-13 18:56:01,556 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17312
2023-12-13 18:56:01,560 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17307
2023-12-13 18:56:01,562 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17310
2023-12-13 18:56:01,566 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17313
2023-12-13 18:56:01,569 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 18148
2023-12-13 18:56:01,574 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 18149
2023-12-13 18:56:01,575 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17308
2023-12-13 18:56:01,579 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17314
2023-12-13 18:56:01,581 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17331
2023-12-13 18:56:01,584 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17320
2023-12-13 18:56:01,585 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17315
2023-12-13 18:56:01,589 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17321
2023-12-13 18:56:01,590 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17316
2023-12-13 18:56:01,592 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17318
2023-12-13 18:56:01,594 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17319
2023-12-13 18:56:01,597 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17324
2023-12-13 18:56:01,599 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17323
2023-12-13 18:56:01,602 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17325
2023-12-13 18:56:01,602 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17326
2023-12-13 18:56:01,606 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17335
2023-12-13 18:56:01,607 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17329
2023-12-13 18:56:01,610 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17330
2023-12-13 18:56:01,610 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17332
2023-12-13 18:56:01,614 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17333
2023-12-13 18:56:01,614 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17334
2023-12-13 18:56:01,619 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17322
2023-12-13 18:56:01,619 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 18153
2023-12-13 18:56:01,623 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17317
2023-12-13 18:56:01,624 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17338
2023-12-13 18:56:01,628 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17311
2023-12-13 18:56:01,628 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17327
2023-12-13 18:56:01,633 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 18151
2023-12-13 18:56:01,633 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17309
2023-12-13 18:56:01,637 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 18152
2023-12-13 18:56:01,638 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 17336
2023-12-13 18:56:01,641 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17328
2023-12-13 18:56:01,643 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 18150
2023-12-13 18:56:01,646 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 17337
2023-12-13 19:06:11,214 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [19742] -- Next runtime: Wed Dec 13 19:21:11 IST 2023
2023-12-13 19:06:11,269 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [19743] -- Next runtime: Wed Dec 13 19:21:11 IST 2023
2023-12-13 19:06:12,019 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [805] milliseconds
2023-12-13 19:06:12,025 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [19744] -- Next runtime: Wed Dec 13 19:21:12 IST 2023
2023-12-13 19:06:12,028 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [3] milliseconds
2023-12-13 19:06:13,462 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [2192] milliseconds
2023-12-13 19:11:11,440 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 18190
2023-12-13 19:11:11,440 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 18191
2023-12-13 19:11:41,456 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 18192
2023-12-13 19:17:44,742 |jsse-nio-8443-exec-4 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-13 19:17:44,745 |jsse-nio-8443-exec-8 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-13 19:17:44,746 |jsse-nio-8443-exec-8 |ControlServlet                |T| [[[onlineexam::loginEvent (Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2023-12-13 19:17:44,746 |jsse-nio-8443-exec-8 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-13 19:17:44,820 |jsse-nio-8443-exec-8 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/handlers-controller.xml
2023-12-13 19:17:44,821 |jsse-nio-8443-exec-8 |ConfigXMLReader               |I| controller loaded: 0.007s, 52 requests, 21 views in file:/D:/ofbiz/ofbiz-framework/framework/common/webcommon/WEB-INF/common-controller.xml
2023-12-13 19:17:44,822 |jsse-nio-8443-exec-8 |ConfigXMLReader               |I| controller loaded: 0.014s, 4 requests, 1 views in file:/D:/ofbiz/ofbiz-framework/plugins/onlineexam/webapp/onlineexam/WEB-INF/controller.xml
2023-12-13 19:17:44,822 |jsse-nio-8443-exec-8 |RequestHandler                |I| This is the first request in this visit. Hidden sessionId by default.
2023-12-13 19:17:44,823 |jsse-nio-8443-exec-8 |LoginWorker                   |I| Setting default delegator
2023-12-13 19:17:44,830 |jsse-nio-8443-exec-8 |ServiceDispatcher             |T| Sync service [onlineexam/userLogin] finished in [7] milliseconds
2023-12-13 19:17:44,830 |jsse-nio-8443-exec-8 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-13 19:17:44,837 |jsse-nio-8443-exec-8 |ServiceDispatcher             |T| Sync service [onlineexam/setUserPreference] finished in [6] milliseconds
2023-12-13 19:17:44,838 |jsse-nio-8443-exec-8 |ServiceDispatcher             |T| Sync service [onlineexam/getUserPreference] finished in [1] milliseconds
2023-12-13 19:17:44,839 |jsse-nio-8443-exec-8 |ServiceDispatcher             |T| Sync service [onlineexam/getUserPreference] finished in [1] milliseconds
2023-12-13 19:17:44,855 |jsse-nio-8443-exec-8 |RequestHandler                |I| Ran Event [java:com.vastpro.onlineexam.events.LoginEvent#loginEvent] from [request], result is [success]
2023-12-13 19:17:44,861 |jsse-nio-8443-exec-8 |RequestHandler                |I| [RequestHandler.doRequest]: Response is a chained request. Hidden sessionId by default.
2023-12-13 19:17:44,861 |jsse-nio-8443-exec-8 |RequestHandler                |I| [RequestHandler]: Chain in place: requestUri=json overrideViewUri=null Hidden sessionId by default.
2023-12-13 19:17:44,862 |jsse-nio-8443-exec-8 |RequestHandler                |I| Ran Event [java:org.apache.ofbiz.common.CommonEvents#jsonResponseFromRequestAttributes] from [request], result is [success]
2023-12-13 19:17:44,867 |jsse-nio-8443-exec-8 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2023-12-13 19:17:44,872 |jsse-nio-8443-exec-8 |ControlServlet                |T| [[[onlineexam::loginEvent (Domain:https://localhost)] Request Done- total:0.126,since last([onlineexam::logi...):0.126]]
2023-12-13 19:21:20,375 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [19746] -- Next runtime: Wed Dec 13 19:36:20 IST 2023
2023-12-13 19:21:20,467 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [19745] -- Next runtime: Wed Dec 13 19:36:20 IST 2023
2023-12-13 19:21:22,363 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [1988] milliseconds
2023-12-13 19:21:22,431 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [19747] -- Next runtime: Wed Dec 13 19:36:22 IST 2023
2023-12-13 19:21:22,436 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [5] milliseconds
2023-12-13 19:21:24,016 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [3548] milliseconds
2023-12-13 19:26:20,637 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 18196
2023-12-13 19:26:20,637 |OFBiz-JobQueue-1     |JobUtil                       |I| Purged job 18197
2023-12-13 19:26:50,648 |OFBiz-JobQueue-0     |JobUtil                       |I| Purged job 18198
2023-12-13 19:30:50,830 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Auto-create Fixed Asset Maintenances] Id [19736] -- Next runtime: Wed Dec 13 20:30:50 IST 2023
2023-12-13 19:30:50,838 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Auto-create Fixed Asset Maintenances] Id [19737] -- Next runtime: Wed Dec 13 20:30:50 IST 2023
2023-12-13 19:30:50,963 |OFBiz-JobQueue-1     |Log                           |I| [CommonPermissionServices.xml#genericBasePermissionCheck line 59] This simple-method-call is deprecated! Please use a service-call of genericBasePermissionCheck instead.
2023-12-13 19:30:50,963 |OFBiz-JobQueue-0     |Log                           |I| [CommonPermissionServices.xml#genericBasePermissionCheck line 59] This simple-method-call is deprecated! Please use a service-call of genericBasePermissionCheck instead.
2023-12-13 19:30:51,271 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/genericBasePermissionCheck] finished in [307] milliseconds
2023-12-13 19:30:51,272 |OFBiz-JobQueue-0     |ServiceEcaCondition           |W| doRealCompare returned null, returning false
2023-12-13 19:30:51,272 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/fixedAssetPermissionCheck] finished in [433] milliseconds
2023-12-13 19:30:51,573 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/genericBasePermissionCheck] finished in [608] milliseconds
2023-12-13 19:30:51,576 |OFBiz-JobQueue-1     |ServiceEcaCondition           |W| doRealCompare returned null, returning false
2023-12-13 19:30:51,576 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/fixedAssetPermissionCheck] finished in [743] milliseconds
2023-12-13 19:30:52,986 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/createMaintsFromTimeInterval] finished in [2147] milliseconds
2023-12-13 19:30:54,419 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/createMaintsFromTimeInterval] finished in [3587] milliseconds
2023-12-13 19:31:01,957 |Catalina-utility-1   |ControlEventListener          |I| Could not find visit value object in session [ hidden sessionId by default.] that is being destroyed
2023-12-13 19:31:01,957 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-13 19:31:01,976 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-13 19:31:20,908 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Auto-create Fixed Asset Maintenances] Id [19738] -- Next runtime: Wed Dec 13 20:31:20 IST 2023
2023-12-13 19:31:21,001 |OFBiz-JobQueue-0     |Log                           |I| [CommonPermissionServices.xml#genericBasePermissionCheck line 59] This simple-method-call is deprecated! Please use a service-call of genericBasePermissionCheck instead.
2023-12-13 19:31:21,250 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/genericBasePermissionCheck] finished in [248] milliseconds
2023-12-13 19:31:21,251 |OFBiz-JobQueue-0     |ServiceEcaCondition           |W| doRealCompare returned null, returning false
