2023-12-21 15:22:12,052 |jsse-nio-8443-exec-2 |RequestHandler                |I| [RequestHandler.doRequest]: Response is a chained request. Hidden sessionId by default.
2023-12-21 19:33:48,548 |OFBiz-batch-1        |ServiceContainer              |I| Created new dispatcher: entity-default
2023-12-21 19:33:48,549 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [5] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/services_securepay.xml
2023-12-21 19:33:48,552 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [8] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/services_paypal.xml
2023-12-21 19:33:48,559 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [6] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/humanres/servicedef/services_ability.xml
2023-12-21 19:33:48,564 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [6] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/humanres/servicedef/services_employment.xml
2023-12-21 19:33:48,569 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [6] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/humanres/servicedef/services_position.xml
2023-12-21 19:33:48,579 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [21] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/services_valuelink.xml
2023-12-21 19:33:48,586 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [15] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/services_cart.xml
2023-12-21 19:33:48,602 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [61] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/services_order.xml
2023-12-21 19:33:48,602 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [13] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/services_perm.xml
2023-12-21 19:33:48,608 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [23] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/services_shoppinglist.xml
2023-12-21 19:33:48,619 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [155] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/services.xml
2023-12-21 19:33:48,619 |kJoinPool-1-worker-2 |ModelService                  |W| DEPRECATED: the service createQuoteWorkEffort has been deprecated and replaced by ensureWorkEffortAndCreateQuoteWorkEffort, since Release 18.12 because '
            use createQuoteWorkEffort to create a workeffort has been deprecated for best pratice naming reason, use ensureWorkEffortAndCreateQuoteWorkEffort instead.
            Now createQuoteWorkEffort work as a crud service on QuoteWorkEffort
        '
2023-12-21 19:33:48,620 |kJoinPool-1-worker-2 |ModelServiceReader            |W| Service createQuoteWorkEffort is defined more than once, most recent will over-write previous definition(s)
2023-12-21 19:33:48,621 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [48] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/services_quote.xml
2023-12-21 19:33:48,625 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/services_reservations.xml
2023-12-21 19:33:48,626 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service addRequirementTask has been deprecated and replaced by createWorkRequirementFulfillment, since Upcoming Branch because '
            Use createWorkRequirementFulfillment to create a workeffort requirement fulfillment, that is an entity-auto service
        '
2023-12-21 19:33:48,628 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [42] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/services_requirement.xml
2023-12-21 19:33:48,637 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/services_checkout.xml
2023-12-21 19:33:48,641 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [73] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/services_return.xml
2023-12-21 19:33:48,642 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/services_perm.xml
2023-12-21 19:33:48,645 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/services_upgrade.xml
2023-12-21 19:33:48,647 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [43] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/servicedef/services_request.xml
2023-12-21 19:33:48,658 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/marketing/servicedef/services_contact.xml
2023-12-21 19:33:48,659 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [25] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/marketing/servicedef/services_opportunity.xml
2023-12-21 19:33:48,665 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [6] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/commonext/servicedef/services.xml
2023-12-21 19:33:48,665 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [5] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/assetmaint/servicedef/services.xml
2023-12-21 19:33:48,668 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [113] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/humanres/servicedef/services.xml
2023-12-21 19:33:48,674 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [22] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/example/servicedef/services.xml
2023-12-21 19:33:48,679 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [5] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/firstdatapaymentgateway/servicedef/services.xml
2023-12-21 19:33:48,681 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [24] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/bi/servicedef/services.xml
2023-12-21 19:33:48,685 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [7] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/lucene/servicedef/services.xml
2023-12-21 19:33:48,687 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service addPriceRuleToMarketingCampaign has been deprecated and replaced by createMarketingCampaignPrice, since Release 18.12 because '
            Renaming service to respect service name best practice
        '
2023-12-21 19:33:48,687 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service removePriceRuleFromMarketingCampaign has been deprecated and replaced by deleteMarketingCampaignPrice, since Release 18.12 because '
                Renaming service to respect service name best practice
            '
2023-12-21 19:33:48,687 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service addPromoToMarketingCampaign has been deprecated and replaced by createMarketingCampaignPromo, since Release 18.12 because '
            Renaming service to respect service name best practice
        '
2023-12-21 19:33:48,687 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service removePromoFromMarketingCampaign has been deprecated and replaced by deleteMarketingCampaignPromo, since Release 18.12 because '
            Renaming service to respect service name best practice
        '
2023-12-21 19:33:48,690 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [2] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/myportal/servicedef/services.xml
2023-12-21 19:33:48,692 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [79] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/marketing/servicedef/services.xml
2023-12-21 19:33:48,693 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/msggateway/servicedef/services.xml
2023-12-21 19:33:48,699 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [13] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/ebay/servicedef/services.xml
2023-12-21 19:33:48,700 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [2] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/prashuDemo/servicedef/services.xml
2023-12-21 19:33:48,705 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [15] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/onlineexam/servicedef/services.xml
2023-12-21 19:33:48,708 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [3] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/ofbizDemo/servicedef/services.xml
2023-12-21 19:33:48,710 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [23] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/projectmgr/servicedef/services.xml
2023-12-21 19:33:48,718 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [10] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/scrum/servicedef/permissionServices.xml
2023-12-21 19:33:48,720 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [25] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/scrum/servicedef/services.xml
2023-12-21 19:33:48,725 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [10] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/webpos/servicedef/services_cart.xml
2023-12-21 19:33:48,728 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [2] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/webpos/servicedef/services.xml
2023-12-21 19:33:48,734 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [2] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/webpos/servicedef/services_search.xml
2023-12-21 19:33:48,736 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [9] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/solr/servicedef/solrservices.xml
2023-12-21 19:33:48,739 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [6] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/webpos/servicedef/services_manager.xml
2023-12-21 19:33:48,741 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [7] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/webpos/servicedef/services_payment.xml
2023-12-21 19:33:48,744 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/webpos/servicedef/services_promo.xml
2023-12-21 19:33:48,745 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/rest-api/servicedef/services.xml
2023-12-21 19:33:48,755 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [1] Services from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/webpos/servicedef/services_customer.xml
2023-12-21 19:33:48,760 |main                 |ServiceDispatcher             |I| Registering dispatcher: ebay
2023-12-21 19:33:48,761 |main                 |ServiceContainer              |I| Created new dispatcher: ebay
2023-12-21 19:33:49,093 |main                 |ControlServlet                |I| Loading webapp [ebay], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\ebay\webapp\ebay\
2023-12-21 19:33:50,057 |main                 |ConfigXMLReader               |I| controller loaded: 0.008s, 0 requests, 0 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/webcommon/WEB-INF/handlers-controller.xml
2023-12-21 19:33:50,259 |main                 |ConfigXMLReader               |I| controller loaded: 0.31s, 52 requests, 21 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/webcommon/WEB-INF/common-controller.xml
2023-12-21 19:33:50,340 |main                 |ConfigXMLReader               |I| controller loaded: 0.001s, 26 requests, 10 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/webcommon/WEB-INF/portal-controller.xml
2023-12-21 19:33:50,373 |main                 |ConfigXMLReader               |I| controller loaded: 0.001s, 4 requests, 0 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/commonext/webapp/WEB-INF/controller.xml
2023-12-21 19:33:50,400 |main                 |ConfigXMLReader               |I| controller loaded: 0.702s, 539 requests, 178 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/webapp/catalog/WEB-INF/controller.xml
2023-12-21 19:33:50,402 |main                 |ConfigXMLReader               |I| controller loaded: 0.948s, 20 requests, 10 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/ebay/webapp/ebay/WEB-INF/controller.xml
2023-12-21 19:33:50,815 |main                 |FreeMarkerWorker              |I| loading properties: file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/build/resources/main/org/apache/ofbiz/webapp/freemarkerTransforms.properties
2023-12-21 19:33:51,129 |main                 |FreeMarkerWorker              |I| loading properties: file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/build/resources/main/org/apache/ofbiz/widget/freemarkerTransforms.properties
2023-12-21 19:33:51,173 |main                 |FreeMarkerWorker              |I| loading properties: file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/build/resources/main/org/apache/ofbiz/content/freemarkerTransforms.properties
2023-12-21 19:33:51,541 |main                 |FreeMarkerWorker              |I| loading properties: file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/build/resources/main/org/apache/ofbiz/product/freemarkerTransforms.properties
2023-12-21 19:33:51,619 |main                 |SeoConfigUtil                 |I| Parsing ^.*/.*$
2023-12-21 19:33:51,625 |main                 |SeoConfigUtil                 |I| Parsing category-url [true]:
2023-12-21 19:33:51,627 |main                 |SeoConfigUtil                 |I|   allowed-context-paths: /
2023-12-21 19:33:51,627 |main                 |SeoConfigUtil                 |I|   allowed-context-paths: /ecomseo
2023-12-21 19:33:51,627 |main                 |SeoConfigUtil                 |I|   category-name: false
2023-12-21 19:33:51,627 |main                 |SeoConfigUtil                 |I|   category-url-suffix: .html
2023-12-21 19:33:51,627 |main                 |SeoConfigUtil                 |I| Parsing jsessionid [true]:
2023-12-21 19:33:51,628 |main                 |SeoConfigUtil                 |I|   anonymous: false
2023-12-21 19:33:51,628 |main                 |SeoConfigUtil                 |I|   exceptions: 
2023-12-21 19:33:51,628 |main                 |SeoConfigUtil                 |I|     url-pattern: ^.*/(keywordsearch|logout).*$
2023-12-21 19:33:51,628 |main                 |SeoConfigUtil                 |I|   user: false
2023-12-21 19:33:51,628 |main                 |SeoConfigUtil                 |I| Parsing url-config
2023-12-21 19:33:51,631 |main                 |SeoConfigUtil                 |I|   url-pattern: ^(.*);jsessionid=(.*)jvm[1-9](.*)$
2023-12-21 19:33:51,631 |main                 |SeoConfigUtil                 |I|     seo replacement: $1$3
2023-12-21 19:33:51,632 |main                 |SeoConfigUtil                 |I|     forward replacement: $1$3
2023-12-21 19:33:51,632 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2023-12-21 19:33:51,632 |main                 |SeoConfigUtil                 |I|   url-pattern: ^/ecomseo/main$
2023-12-21 19:33:51,632 |main                 |SeoConfigUtil                 |I|     seo replacement: /ecomseo/
