2023-12-18 16:28:14,721 |main                 |ServiceDispatcher             |I| Registering dispatcher: prashuDemo
2023-12-18 17:45:32,904 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2023-12-18 17:45:32,904 |main                 |SeoConfigUtil                 |I|   url-pattern: ^/ecomseo/control/(.*)$
2023-12-18 17:45:32,904 |main                 |SeoConfigUtil                 |I|     seo replacement: /ecomseo/$1
2023-12-18 17:45:32,904 |main                 |SeoConfigUtil                 |I|     forward replacement: /ecomseo/$1
2023-12-18 17:45:32,904 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2023-12-18 17:45:32,905 |main                 |SeoConfigUtil                 |I| Parsing char-filter: 
2023-12-18 17:45:32,905 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00fc
2023-12-18 17:45:32,905 |main                 |SeoConfigUtil                 |I|   replacement: ue
2023-12-18 17:45:32,905 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00e4
2023-12-18 17:45:32,905 |main                 |SeoConfigUtil                 |I|   replacement: ae
2023-12-18 17:45:32,905 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00f6
2023-12-18 17:45:32,905 |main                 |SeoConfigUtil                 |I|   replacement: oe
2023-12-18 17:45:32,906 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00df
2023-12-18 17:45:32,906 |main                 |SeoConfigUtil                 |I|   replacement: ss
2023-12-18 17:45:32,906 |main                 |SeoConfigUtil                 |I|   character-pattern: \\+
2023-12-18 17:45:32,906 |main                 |SeoConfigUtil                 |I|   replacement: und
2023-12-18 17:45:32,906 |main                 |SeoConfigUtil                 |I|   character-pattern: \u0026
2023-12-18 17:45:32,906 |main                 |SeoConfigUtil                 |I|   replacement: und
2023-12-18 17:45:32,907 |main                 |SeoConfigUtil                 |I|   character-pattern: è
2023-12-18 17:45:32,907 |main                 |SeoConfigUtil                 |I|   replacement: e
2023-12-18 17:45:32,907 |main                 |SeoConfigUtil                 |I|   character-pattern: [^A-Za-z0-9+-]
2023-12-18 17:45:32,907 |main                 |SeoConfigUtil                 |I|   replacement: -
2023-12-18 17:45:32,907 |main                 |SeoConfigUtil                 |I|   character-pattern: -{2,}
2023-12-18 17:45:32,907 |main                 |SeoConfigUtil                 |I|   replacement: -
2023-12-18 17:45:32,923 |main                 |SeoConfigUtil                 |I| Parsing ^.*/.*$
2023-12-18 17:45:32,923 |main                 |SeoConfigUtil                 |I| Parsing category-url [true]:
2023-12-18 17:45:32,923 |main                 |SeoConfigUtil                 |I|   allowed-context-paths: /
2023-12-18 17:45:32,923 |main                 |SeoConfigUtil                 |I|   allowed-context-paths: /ecomseo
2023-12-18 17:45:32,923 |main                 |SeoConfigUtil                 |I|   category-name: false
2023-12-18 17:45:32,923 |main                 |SeoConfigUtil                 |I|   category-url-suffix: .html
2023-12-18 17:45:32,923 |main                 |SeoConfigUtil                 |I| Parsing jsessionid [true]:
2023-12-18 17:45:32,923 |main                 |SeoConfigUtil                 |I|   anonymous: false
2023-12-18 17:45:32,923 |main                 |SeoConfigUtil                 |I|   exceptions: 
2023-12-18 17:45:32,923 |main                 |SeoConfigUtil                 |I|     url-pattern: ^.*/(keywordsearch|logout).*$
2023-12-18 17:45:32,923 |main                 |SeoConfigUtil                 |I|   user: false
2023-12-18 17:45:32,923 |main                 |SeoConfigUtil                 |I| Parsing url-config
2023-12-18 17:45:32,924 |main                 |SeoConfigUtil                 |I|   url-pattern: ^(.*);jsessionid=(.*)jvm[1-9](.*)$
2023-12-18 17:45:32,924 |main                 |SeoConfigUtil                 |I|     seo replacement: $1$3
2023-12-18 17:45:32,924 |main                 |SeoConfigUtil                 |I|     forward replacement: $1$3
2023-12-18 17:45:32,924 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2023-12-18 17:45:32,924 |main                 |SeoConfigUtil                 |I|   url-pattern: ^/ecomseo/main$
2023-12-18 17:45:32,924 |main                 |SeoConfigUtil                 |I|     seo replacement: /ecomseo/
2023-12-18 17:45:32,925 |main                 |SeoConfigUtil                 |I|     forward replacement: /ecomseo/
2023-12-18 17:45:32,926 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2023-12-18 17:45:32,926 |main                 |SeoConfigUtil                 |I|   url-pattern: ^/main$
2023-12-18 17:45:32,926 |main                 |SeoConfigUtil                 |I|     seo replacement: /
2023-12-18 17:45:32,926 |main                 |SeoConfigUtil                 |I|     forward replacement: /
2023-12-18 17:45:32,926 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2023-12-18 17:45:32,926 |main                 |SeoConfigUtil                 |I|   url-pattern: ^/ecomseo/control/(.*)$
2023-12-18 17:45:32,926 |main                 |SeoConfigUtil                 |I|     seo replacement: /ecomseo/$1
2023-12-18 17:45:32,926 |main                 |SeoConfigUtil                 |I|     forward replacement: /ecomseo/$1
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I| Parsing char-filter: 
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00fc
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I|   replacement: ue
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00e4
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I|   replacement: ae
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00f6
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I|   replacement: oe
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00df
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I|   replacement: ss
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I|   character-pattern: \\+
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I|   replacement: und
2023-12-18 17:45:32,927 |main                 |SeoConfigUtil                 |I|   character-pattern: \u0026
2023-12-18 17:45:32,928 |main                 |SeoConfigUtil                 |I|   replacement: und
2023-12-18 17:45:32,929 |main                 |SeoConfigUtil                 |I|   character-pattern: è
2023-12-18 17:45:32,929 |main                 |SeoConfigUtil                 |I|   replacement: e
2023-12-18 17:45:32,929 |main                 |SeoConfigUtil                 |I|   character-pattern: [^A-Za-z0-9+-]
2023-12-18 17:45:32,929 |main                 |SeoConfigUtil                 |I|   replacement: -
2023-12-18 17:45:32,930 |main                 |SeoConfigUtil                 |I|   character-pattern: -{2,}
2023-12-18 17:45:32,930 |main                 |SeoConfigUtil                 |I|   replacement: -
2023-12-18 17:45:33,193 |main                 |ServiceDispatcher             |I| Registering dispatcher: marketing
2023-12-18 17:45:33,193 |main                 |ServiceContainer              |I| Created new dispatcher: marketing
2023-12-18 17:45:33,197 |main                 |ControlServlet                |I| Loading webapp [marketing], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\marketing\webapp\marketing\
2023-12-18 17:45:33,232 |main                 |ConfigXMLReader               |I| controller loaded: 0.007s, 91 requests, 48 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/marketing/webapp/marketing/WEB-INF/controller.xml
2023-12-18 17:45:33,424 |main                 |ServiceDispatcher             |I| Registering dispatcher: ofbizDemo
2023-12-18 17:45:33,425 |main                 |ServiceContainer              |I| Created new dispatcher: ofbizDemo
2023-12-18 17:45:33,434 |main                 |ControlServlet                |I| Loading webapp [ofbizDemo], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\ofbizDemo\webapp\ofbizDemo\
2023-12-18 17:45:33,459 |main                 |ConfigXMLReader               |I| controller loaded: 0.0s, 7 requests, 3 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/ofbizDemo/webapp/ofbizDemo/WEB-INF/controller.xml
2023-12-18 17:45:33,491 |main                 |ServiceDispatcher             |I| Registering dispatcher: order
2023-12-18 17:45:33,491 |main                 |ServiceContainer              |I| Created new dispatcher: order
2023-12-18 17:45:33,493 |main                 |ControlServlet                |I| Loading webapp [ordermgr], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\order\webapp\ordermgr\
2023-12-18 17:45:33,565 |main                 |ConfigXMLReader               |I| controller loaded: 0.02s, 347 requests, 134 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/content/webapp/content/WEB-INF/controller.xml
2023-12-18 17:45:33,578 |main                 |ConfigXMLReader               |I| controller loaded: 0.063s, 380 requests, 153 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/order/webapp/ordermgr/WEB-INF/controller.xml
2023-12-18 17:45:33,618 |main                 |ServiceDispatcher             |I| Registering dispatcher: ap
2023-12-18 17:45:33,618 |main                 |ServiceContainer              |I| Created new dispatcher: ap
2023-12-18 17:45:33,620 |main                 |ControlServlet                |I| Loading webapp [ap], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\accounting\webapp\ap\
2023-12-18 17:45:33,671 |main                 |ConfigXMLReader               |I| controller loaded: 0.016s, 518 requests, 247 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/webapp/accounting/WEB-INF/controller.xml
2023-12-18 17:45:33,671 |main                 |ConfigXMLReader               |I| controller loaded: 0.039s, 22 requests, 14 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/webapp/ap/WEB-INF/controller.xml
2023-12-18 17:45:33,701 |main                 |ServiceDispatcher             |I| Registering dispatcher: accounting
2023-12-18 17:45:33,701 |main                 |ServiceContainer              |I| Created new dispatcher: accounting
2023-12-18 17:45:33,703 |main                 |ControlServlet                |I| Loading webapp [accounting], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\accounting\webapp\accounting\
2023-12-18 17:45:33,738 |main                 |ServiceDispatcher             |I| Registering dispatcher: ar
2023-12-18 17:45:33,738 |main                 |ServiceContainer              |I| Created new dispatcher: ar
2023-12-18 17:45:33,740 |main                 |ControlServlet                |I| Loading webapp [ar], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\accounting\webapp\ar\
2023-12-18 17:45:33,770 |main                 |ConfigXMLReader               |I| controller loaded: 0.001s, 16 requests, 10 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/webapp/ar/WEB-INF/controller.xml
2023-12-18 17:45:33,807 |main                 |ServiceDispatcher             |I| Registering dispatcher: example
2023-12-18 17:45:33,807 |main                 |ServiceContainer              |I| Created new dispatcher: example
2023-12-18 17:45:33,809 |main                 |ControlServlet                |I| Loading webapp [example], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\example\webapp\example\
2023-12-18 17:45:33,887 |main                 |ConfigXMLReader               |I| controller loaded: 0.001s, 2 requests, 2 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/example/widget/example/ExampleCompoundWidgets.xml
2023-12-18 17:45:33,889 |main                 |ConfigXMLReader               |I| controller loaded: 0.069s, 51 requests, 35 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/example/webapp/example/WEB-INF/controller.xml
2023-12-18 17:45:33,986 |main                 |ServiceDispatcher             |I| Registering dispatcher: manufacturing
2023-12-18 17:45:33,986 |main                 |ServiceContainer              |I| Created new dispatcher: manufacturing
2023-12-18 17:45:33,988 |main                 |ControlServlet                |I| Loading webapp [manufacturing], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\manufacturing\webapp\manufacturing\
2023-12-18 17:45:34,011 |main                 |ConfigXMLReader               |I| controller loaded: 0.005s, 149 requests, 66 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/manufacturing/webapp/manufacturing/WEB-INF/controller.xml
2023-12-18 17:45:34,040 |main                 |ServiceDispatcher             |I| Registering dispatcher: pricat
2023-12-18 17:45:34,041 |main                 |ServiceContainer              |I| Created new dispatcher: pricat
2023-12-18 17:45:34,043 |main                 |ControlServlet                |I| Loading webapp [pricatdemo], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\pricat\webapp\pricatdemo\
2023-12-18 17:45:34,071 |main                 |ConfigXMLReader               |I| controller loaded: 0.0s, 7 requests, 5 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/pricat/webapp/pricatdemo/WEB-INF/controller.xml
2023-12-18 17:45:34,110 |main                 |ServiceDispatcher             |I| Registering dispatcher: bi
2023-12-18 17:45:34,110 |main                 |ServiceContainer              |I| Created new dispatcher: bi
2023-12-18 17:45:34,113 |main                 |ControlServlet                |I| Loading webapp [bi], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\bi\webapp\bi\
2023-12-18 17:45:34,131 |main                 |ConfigXMLReader               |I| controller loaded: 0.0s, 6 requests, 4 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/bi/webapp/bi/WEB-INF/controller.xml
2023-12-18 17:45:34,187 |main                 |ServiceDispatcher             |I| Registering dispatcher: ecommerce
2023-12-18 17:45:34,187 |main                 |ServiceContainer              |I| Created new dispatcher: ecommerce
2023-12-18 17:45:34,188 |main                 |ControlServlet                |I| Loading webapp [ecomseo], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\ecommerce\webapp\ecomseo\
2023-12-18 17:45:34,226 |main                 |ConfigXMLReader               |I| controller loaded: 0.005s, 290 requests, 96 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/ecommerce/webapp/ecommerce/WEB-INF/controller.xml
2023-12-18 17:45:34,226 |main                 |ConfigXMLReader               |I| controller loaded: 0.023s, 0 requests, 0 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/ecommerce/webapp/ecomseo/WEB-INF/controller.xml
2023-12-18 17:45:34,236 |main                 |SeoConfigUtil                 |I| Parsing ^.*/.*$
2023-12-18 17:45:34,237 |main                 |SeoConfigUtil                 |I| Parsing category-url [true]:
2023-12-18 17:45:34,238 |main                 |SeoConfigUtil                 |I|   allowed-context-paths: /
2023-12-18 17:45:34,238 |main                 |SeoConfigUtil                 |I|   allowed-context-paths: /ecomseo
2023-12-18 17:45:34,238 |main                 |SeoConfigUtil                 |I|   category-name: false
2023-12-18 17:45:34,238 |main                 |SeoConfigUtil                 |I|   category-url-suffix: .html
